영상제목,URL,향수_이름,향수_name,향수_notes,향수_설명
프레데릭말은 어떻게 향수 업계 트렌드를 바꿨나,https://www.youtube.com/watch?v=964lizW99S4,뮤스크 라바제,,,동물적인 머스크 향의 섹시한 우디 향이랑 부드러운 바닐라가 조합된 향이 특징입니다.
학생도 쓰기 좋은 우디 향수&달달한 향수 추천💫발렌티노 도나아쿠아/토스 1920 디오리진 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=GCcr9aOrLx4,토스 1920 키 오리진 오드퍼퓸,,,"깨끗한 비누 같은 느낌의 향수로, 꽃의 향이 아닌 남자 향 같은 느낌이다. 주목할 만한 것은 주먹이 만난 듯한 느낌이 있고, 그런 가볍고 스타 컬링 항목들이 느껴진다. 시원한 무 설탕 탄산수의 느낌이 나며, 시큼한 발을 살짝 얹은 듯한 향이 있다. 커민 향신료의 느낌이 도드라지며, 수제 독일 소세지의 향이 떠오르는 분위기다. 나무약과 시트러스가 구성된 향으로, 다양한 향이 복합적으로 느껴지지는 않는다."
학생도 쓰기 좋은 우디 향수&달달한 향수 추천💫발렌티노 도나아쿠아/토스 1920 디오리진 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=GCcr9aOrLx4,발렌티노 동아 악화,,,"아주 달달하고 구도로 음향이 나며, 저녁에 먹는 디저트를 연상시키는 향이다. 상큼하고 화장 거창한 개성이 느껴지며, 체리향이 미들 베이스 노트에서 느껴진다. 장인정신이 깃든 향으로, 평소에 목욕 후 사용하는 향수로 적합하다."
학생부터 직장인까지! 이미지별 남자 향수 추천💙,https://www.youtube.com/watch?v=crDRIEEtlLw,아쿠아디파르마의 에센자,,,"처음 맡았을 때 드는 생각은 확실히 좀 어리다. 청량한 느낌이 강하고, 퀸티에다가 데님이 좀 많이 생각난다. 깔끔하고 부담 없이 시작해 보고 싶거나 럭셔리한 플래그랑스 브랜드를 써보고 싶은 분들한테 추천하고 싶다."
학생부터 직장인까지! 이미지별 남자 향수 추천💙,https://www.youtube.com/watch?v=crDRIEEtlLw,나르시솔 로드리게즈의 퓨어머스크 포호,,,"살짝 더 부드럽고 청순한 느낌이 있다. 고등학교 시절의 락커룸 향기 같은 느낌, 비누향도 나고 뽀송한 냄새가 나는 것 같다. 깨끗하면서도 다정하고 포근한 이미지가 있는 향."
학생부터 직장인까지! 이미지별 남자 향수 추천💙,https://www.youtube.com/watch?v=crDRIEEtlLw,톰포드의 에벤 퓨메,,,"우드향이 나는데 인센스 타는듯한 그런 스파이시하고 스모키한 우드향이 섞여 있다. 시크한 느낌이 물씬 나며, 검은색을 많이 입을 것 같은 사람에게 잘 어울릴 것 같다."
학생부터 직장인까지! 이미지별 남자 향수 추천💙,https://www.youtube.com/watch?v=crDRIEEtlLw,퍼퓸드 말리에 그린비,,,"처음에 풋사과 향이 강하게 나고, 정말 초록빛깔의 풋사과를 씻은 느낌이 든다. 숲속에 있는 청사과 향이 느껴지고, 지켜주고 싶은 느낌이 드는 향이다."
한국과는 다르네요🙊카페가 있는 파리 불리 매장🤎,https://www.youtube.com/watch?v=EK2k6OMcXtY,P,,,부드러운 4월의 비는 향긋한 공기 구름 위에 남아 있습니다. 떨리는 아침 햇살에 마을이 깨어나는 것을 지켜봅니다. 봄은 우리가 춤을 추던 모든 곳에서 [음악]입니다.
"한여름에 어울리고, 레이어링하기도 좋은 향기템들💚",https://www.youtube.com/watch?v=n9hV1jyxuxg,록시땅 버베나,,,"산뜻한 허브와 레몬향이 나는 형으로, 이 향을 쉽게 비유하자면 레모나를 딱 뜯어 가지고 쏟은 뒤에 허브 잎들을 약간 섞은 듯한 향입니다. 그래서 향이 굉장히 심플해요. 더울 때 단독으로 풀어도 좋고 다른 향기와 레이어링 하기에도 참 좋아요. 평소에 내가 진짜 좋아하던 향수도 갑자기 좀 답답하고 무겁게 느껴질 때가 있잖아요. 그럴 때 이 록시땅 버베나를 비롯한 오늘 제가 소개해드릴 향수들을 활용하시면 됩니다."
"한여름에 어울리고, 레이어링하기도 좋은 향기템들💚",https://www.youtube.com/watch?v=n9hV1jyxuxg,에쎄 미드 데이 쇼크,,,달달 상큼 요런 것보다는 색 요거는 달달 상큼 요런 것보다는 색 또 짜릿 깨끗함 요런거에 중점이 맞춰질 R 명의라서 좀 레몬 사탕 같은 스트레스가 싫은 분들에게 적합해요. 게다가 이 향이 약간 차다. 저는 이 향을 맡으며 철제 알스 바스켓에 담겨있는 새콤한 과일 혹은 차가운 칸테 1 이런게 떠오릅니다.
"한여름에 어울리고, 레이어링하기도 좋은 향기템들💚",https://www.youtube.com/watch?v=n9hV1jyxuxg,쏠린 헌트 유즙,,,의 장애가 끝나게 나는 시트러스 향이라서 요것도 칸디 같은 스트레스가 싫으신 분들에게 추천을 하는데요. 살짝 스파이스하고 무겁거나 주모 하향 아니고요. 이솝의 초록색과 밥이 반크 바디 밤과 종양이 비슷한 편안하고 8 상향입니다.
"한여름에 어울리고, 레이어링하기도 좋은 향기템들💚",https://www.youtube.com/watch?v=n9hV1jyxuxg,키소 바디오일,,,"이게 진짜 유자 나무에서 갓 다운 듯한 스트를 새콤한 유자 향이 나면서도 청량한 민트, 월계수 이런게 살짝 얹어진 향인데요. 그래서 향 자체가 되게 가볍고 물은 하네요. 진짜 캑 여민 날에 사용해도 전혀 부담스럽지 않을 듯한 향기라서 언제 어디서 무엇과 사용하든 잘 어우러지는 향기입니다."
"한여름에 어울리고, 레이어링하기도 좋은 향기템들💚",https://www.youtube.com/watch?v=n9hV1jyxuxg,이솝의 허벌 교장,,,이게 진짜 이속 채도의 그 편안한 향이 은은하게 나서 향 자체가 강하지 않으면서도 다른 약간 섞어도 이상하죠. 여름에 진짜 자주 쓰게 되더라구요.
"합리적인 가격, 매력적인 향! 쿤달 디퓨저&향기템 추천💜",https://www.youtube.com/watch?v=N-VlZFzrqWk,백호 은침,,,가장 향이 열이고 떫은맛 전혀 없이 부드럽고 향긋한 향이 난다고 해요. 청아하고 맑은 차향이나요 마치 깨끗한 대나무 숲을 산책하는 듯한 기분이 드는 청량한 대나무 향이 느껴지고요. 연못에 아름답게 피어난 수련 향도 촉촉하게 납니다. 고요하고 단아한 느낌의 향이라서 오늘 소개해 드리는 디퓨저들 중에서 가장 호불호가 안 갈릴 것 같은 향이에요.
"합리적인 가격, 매력적인 향! 쿤달 디퓨저&향기템 추천💜",https://www.youtube.com/watch?v=N-VlZFzrqWk,차이,,,스파이시한 향이 폴폴 나요. 그때의 분위기가 연상되는 향이 차이입니다. 스모키한 우디 향이랑 레더리 한 향도 함께 나고요. 바닐라 향도 살짝 터치가 나고요. 포근하고 달콤한 향이면 우디 레더 스파이시 이런 향조에 세련된 바이브를 연출해 줍니다.
"합리적인 가격, 매력적인 향! 쿤달 디퓨저&향기템 추천💜",https://www.youtube.com/watch?v=N-VlZFzrqWk,다즐링,,,달콤한 향 좋아하시는 분들에게 추천하는 제품입니다. 발랄하고 스파클링 한 다즐링 티 향을 느낄 수 있습니다. 자두랑 복숭아 향도 더해져서 과즙미 아지를 뿜어내고 있고요. 오스만투스의 화사한 꽃향기까지 풍겨옵니다. 마치 다즐링이 여러 과일들을 곁들여서 여유로운 티타임을 가지고 있는 그런 기분이 들게 하는 향이라고 할 수 있죠.
"합리적인 가격, 매력적인 향! 쿤달 디퓨저&향기템 추천💜",https://www.youtube.com/watch?v=N-VlZFzrqWk,우롱,,,우롱차의 고소한 감칠맛이 고스란히 느껴진 제품입니다. 쌉사름한 풀잎향이나요. 자연적인 흙향과 식물의 뿌리 향 이런 걸 연상시키는 배티 버 향도 섞여 있어서 전반적으로 굉장히 내추럴한 바이브를 연출해 주는 향입니다.
"합리적인 가격, 매력적인 향! 쿤달 디퓨저&향기템 추천💜",https://www.youtube.com/watch?v=N-VlZFzrqWk,멜로우 바닐라,,,진짜 보들보들한 파우더리 머스크 향에다 달콤한 바닐라 향이 더해줬습니다. 전반적으로 정말 따뜻하고 포근한 향이라서 자기 전에 이거 바르면 정말 꿀잠을 부릅니다. 마치 몽글몽글한 구름 사이로 따스한 햇볕이 이렇게 샥 내릴지는 모습이 그려질 정도로 소프트하고 달콤해요.
"합리적인 가격, 매력적인 향! 쿤달 디퓨저&향기템 추천💜",https://www.youtube.com/watch?v=N-VlZFzrqWk,프루티 블라썸,,,상큼하고 싱그러운 시트러스 프루티 향기에 지중의 꽃내음이 더해 줘서 생기 가득한 활기찬 느낌을 선사해 주는 향기입니다. 유자 레모 열대과일 이런 과즙 향이랑 오렌지 블라썸 향이 어우러져서 풍부한 향기로 선보이고 또 깨끗한 잔향을 오래도록 느끼게 해 줘요.
핫한🔥제니 향수! 탬버린즈 신제품 향수 5종 후기,https://www.youtube.com/watch?v=T2UDz2sStZk,카모,,,한마디로 말하자면 있기 깬 숲에서 캐모마일 차를 마시는듯한 기분의 향입니다. 촉촉한 진녹색의 입기가 가득한 숲이 그려지는 그리너리한 향 그리고 우디 향이 지배적이고요. 거기에 캐모마일이나 클라리 사이즈 같은 맑은 허브향이 더해졌습니다. 게다가 부드러운 머스크향이 전체적으로 향을 딱 감싸고 있는 느낌이라서 거칠고 까칠까칠한 오디향이 아니라 부드럽고 따뜻한 바이브입니다. 지저분한 것들은 다 씻기고 자연적인 요소들만 촉촉하게 남은 숲이 떠오르는 향이에요.
핫한🔥제니 향수! 탬버린즈 신제품 향수 5종 후기,https://www.youtube.com/watch?v=T2UDz2sStZk,헤이스텍스,,,오래된 오크통에 들어있던 럼을 한 잔 딱 마시는듯한 나모양에 섞인 럼의 향기가 확 나고요. 굉장히 광활한 토지가 있는 외국에서 건초 도미를 쌓아둔 모습이 연상되는 이국적인 향이 섞인 패출리 냄새도 분명히 납니다. 경쾌하고 개운한 주니퍼베리와 스파이시한 핑크페퍼의 독특한 만남이 기분 좋은 긴장감을 더하고 패슐리와 엠버의 고급스러운 잔향이 깊고 느린 호흡으로 안정감 있게 마무리해줍니다.
핫한🔥제니 향수! 탬버린즈 신제품 향수 5종 후기,https://www.youtube.com/watch?v=T2UDz2sStZk,화이트 데질링,,,여러 과일들이랑 핑거프들을 보기 좋게 세팅해 놓은 곳에서 화이트 샴페인을 즐기고 있는 모습이 떠오르는 향이에요. 샴페인 따를 때 생기는 그 아주 부드럽고 뽀글뽀글한 거품 정말 그 거품이 떠오르는 쿨하고 섬세한 향이 나다가 복숭아와 같은 과일향 그리고 데즐링 티향으로 이어집니다. 잔향은 머스크향이랑 샌달우드가 남는데요 이 잔향이 굉장히 부드럽고 크림이에요. 전반적으로 아주 뽀얗고 몽글몽글하고 잘 다듬어져서 섬세한 이미지입니다.
핫한🔥제니 향수! 탬버린즈 신제품 향수 5종 후기,https://www.youtube.com/watch?v=T2UDz2sStZk,버가 샌달,,,드넓은 지중해가 떠오르는 청량한 바다의 음이 확 나는데 그와 동시에 상큼한 라임 그리고 청귤향이나요. 라임과 청귤 특유의 새콤하면서도 씁쓸 상큼한 향이 고스란히 잘 구현이 됐고 잔향이 굉장히 스무스한 우디향으로 남습니다. 짜릿한 시트러스랑 부드러운 물 향 그리고 우디 향이 조화를 이루는 향이라고 할 수 있어요. 마치 이렇게 휴양지 테라스에서 일렁이고 있는 바다를 바라보면서 잘 익은 지중해 과일을 한입 가득 베어 몸과 같은 그런 기분을 느끼실 수 있을 거예요.
핫한🔥제니 향수! 탬버린즈 신제품 향수 5종 후기,https://www.youtube.com/watch?v=T2UDz2sStZk,바이링거,,,저 개인적인 취향이 가장 잘 맞는 향수예요. 저는 이렇게 간식처럼 달달한 향이랑 그와 완전히 상반되는 약간 어둡고 치명적인 향조가 결합되어 있는 걸 좋아하거든요. 되게 달콤하고 기분 좋아지는 마시멜로 향이 뿌리자마자 나다가 약간 쌉싸래한 타바코 향이 이어집니다. 오히려 가볍고 깔끔합니다. 이 향수에 사용된 오렌지 블라썸이 굉장히 깨끗한 바이브가 있어서 전반적으로 향이 잘 정돈된 느낌이에요.
"향, 기능 모두 만족스러운 남녀공용 뷰티템 추천👏with 스완 | 미지의세계 MIJI",https://www.youtube.com/watch?v=Vk7TvvjwA24,헉슬리의 씨크릿 오우,,,"산뜻하면서 블랙헤드 제거에 잘되는 느낌이 나요. 폭죽 향기에 정말 독하지 않고 풀냄새도 같이 나와서 기분이 되게 좋고, 집에 돌아와서 세안하면 기분이 되게 도묘지 그 밖에 없겠다."
"향, 기능 모두 만족스러운 남녀공용 뷰티템 추천👏with 스완 | 미지의세계 MIJI",https://www.youtube.com/watch?v=Vk7TvvjwA24,헉슬리 블루 매진한 탠저린,,,시트러스 느낌이 있어서 좀더 가볍게 느껴지는 향이에요. 약간 따뜻한 무디 향이 겨울에 쓰기 너무 좋을 것 같아요.
향덕들끼리 편하게 향수 추천&시향하는 브이로그💎,https://www.youtube.com/watch?v=NOkW0Wr0zqs,밀러 베르토 외유내강,,,프루티하고 레더리 한 느낌도 있을 정도 레더가 있구나 존재감이 엄청 강력하고 좀 프루티 하기 때문에 긍정적인 강력한 존재감이 어 딱 내가 원하던 건데요 그리고 굉장히 컬러풀한 향으로 느껴지거든요.
향덕들끼리 편하게 향수 추천&시향하는 브이로그💎,https://www.youtube.com/watch?v=NOkW0Wr0zqs,우딩 모씨 얼씨,,,여기서 중요한 점은 플로럴 프루티 이런게 배제되는 약간 까끌한 느낌에 나무향이 됐건 혹은 이제 좀까 그람을 중화시킨다.
향덕들끼리 편하게 향수 추천&시향하는 브이로그💎,https://www.youtube.com/watch?v=NOkW0Wr0zqs,가이아,,,약간 크리미한 우디 향이 적절하게 스파이시하고 적절하게 달라요.
향덕들끼리 편하게 향수 추천&시향하는 브이로그💎,https://www.youtube.com/watch?v=NOkW0Wr0zqs,현티 션티,,,"자연적인 형 느낌이나 아로마틱한 노트가 느껴지고, 스파이스 인센스도 좀 느껴지고요. 뒤로 갈수록 배티 버튼에 우디 노트들이 러프한 질감으로 느껴지는."
향덕들끼리 편하게 향수 추천&시향하는 브이로그💎,https://www.youtube.com/watch?v=NOkW0Wr0zqs,썸서커,,,"외국 섬유연제 같은 느낌, 뽀송하고 깨끗하고 유니크 해야 돼요."
향덕들끼리 편하게 향수 추천&시향하는 브이로그💎,https://www.youtube.com/watch?v=NOkW0Wr0zqs,카린 로이 벨트,,,"강한 남성미가 느껴지는 향, 약간의 야성미가 있을 것 같고 도시적인 사람도 잘 어울릴 거 같긴 해요."
향덕들끼리 편하게 향수 추천&시향하는 브이로그💎,https://www.youtube.com/watch?v=NOkW0Wr0zqs,프은,,,비누 향수가 아니고 굉장히 파우더리 해서 니트 루아도 잘 어울릴 그런 비누향수 느낌입니다.
향수 브랜드들의 이색적인 신상들🔮 (불리/킬리안/러쉬),https://www.youtube.com/watch?v=la9EmF9sy9Q,페루 헬리오트로프 향,,,뭔가 보라색 베드타임 로션을 바른 것처럼 안정적인 향이면 생화 같은 고급스러운 꽃 향기랑 달콤한 화이트 초콜릿 향이 어우러지는 향입니다.
향수 브랜드들의 이색적인 신상들🔮 (불리/킬리안/러쉬),https://www.youtube.com/watch?v=la9EmF9sy9Q,킬리안의 임페리얼 티,,,신선하고 가벼운 시트러스 아쿠아 계열의 향을 선보이는 더프레쉬 라인의 향수입니다. 자스민 그린티를 오마주한 향으로 차 한 잔을 마시는 듯한 신선하고 모던한 느낌을 선사하는 향이라고 적혀 있는데요 정말 맞아요. 진짜 자스민 그린티향 그 자체라서 더 심플한 향입니다.
향수 브랜드들의 이색적인 신상들🔮 (불리/킬리안/러쉬),https://www.youtube.com/watch?v=la9EmF9sy9Q,러쉬의 브리저튼,,,"요건 딱 뿌리자마자 초록색 허브와 풀들의 향이 잔뜩 몰려오고 농도 짙은 자스민과 일랑일랑 향도 납니다. 아주 아로마틱한 향이라서 로즈마리, 민트, 세이지 요런 각종 허브들을 그득그득 담은 모습이 연상돼요. 잼처럼 달큰하게 퍼집니다. 소박하고 화창한 그린 블러의 향이라 이보다는 관능적이고 신비로운 이미지예요."
"향수 유튜버의 가방 털기! 왓츠인마이백💖오프화이트X바이레도 엘리베이터뮤직, 메종디올 브와다르장, 록시땅 에르베, 생로랑 베티백 등",https://www.youtube.com/watch?v=dCbcRixNeUQ,에르베 핸드 크림,,,바르자마자 너무 좋은 거에요 진짜 엄청 싱그러운 쿠쿠양 더 확 꺼져 가지고 상큼한 블랙베리 향기라 굉장히 싱그러운 풀 향기 허브향기 이런게 같이 나요.
"향수 유튜버의 가방 털기! 왓츠인마이백💖오프화이트X바이레도 엘리베이터뮤직, 메종디올 브와다르장, 록시땅 에르베, 생로랑 베티백 등",https://www.youtube.com/watch?v=dCbcRixNeUQ,랑방 잔느,,,잔향이 내추럴하고 달달한 머스크 했잖아요 그런 느낌의 향이 잔 양으로 나왔더라구요.
"향수 유튜버의 가방 털기! 왓츠인마이백💖오프화이트X바이레도 엘리베이터뮤직, 메종디올 브와다르장, 록시땅 에르베, 생로랑 베티백 등",https://www.youtube.com/watch?v=dCbcRixNeUQ,아바이 레드 엘리베이터,,,첫 향은 저로 하여금 은 약간 마크제이콥스 데이지 나 소스 콜롬 이고 뭐 이런 향 소드를 연상케 했습니다. 처음부터 끝까지 은은한 재밌고 향이 쪽 이어지는데요.
"향수 유튜버의 가방 털기! 왓츠인마이백💖오프화이트X바이레도 엘리베이터뮤직, 메종디올 브와다르장, 록시땅 에르베, 생로랑 베티백 등",https://www.youtube.com/watch?v=dCbcRixNeUQ,매종 디온,,,남녀 공용으로 사용할 수 있는 중성적인 향입니다. 흰 셔츠 같은 그런 느낌의 향해 라기보다는 뭐 엄청 쌤 쓸어 모두들 뭐드라 셔츠 같은 그런 느낌의 향해 라기보다는 뭐 엄청 쌤 쓸어 모두들 뭐드라 미트 같은데서 날 것 같은 향으로 여여 직인 했어요.
"향수 유튜버의 가방 털기! 왓츠인마이백💖오프화이트X바이레도 엘리베이터뮤직, 메종디올 브와다르장, 록시땅 에르베, 생로랑 베티백 등",https://www.youtube.com/watch?v=dCbcRixNeUQ,크리드 에밀리 솜 잎,,,중성적인 시트러스 향이랑 시원한 바다 내음이 함께 느껴지는 그런 향이 라서 요건 요즘에 바를 때마다 그렇게 상쾌한 기분을 느낄 수 있는 흐를 그런 느낌의 손 세상입니다.
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,릴라이스 키즈 러브인 블랙 자스민 루즈 메모 일레,,,무난하고 대중적인 꽃향기. 친근하고 평범한 느낌이라서 잘 어울린다는 이야기를 많이 들었다.
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,딥티크 플레르드보,,,"너무너무 좋은 향으로 정평이 나있고, 굳이 부연 설명을 하지 않아도 이미 잘 알려져 있는 제품."
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,조르지오 아르마니의 베티베디베,,,전체적으로 중성적이고 시트러스 우디한 향. 아로마틱한 바이브가 있어서 힐링되는 듯한 느낌이 있다.
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,크리드 버진 아일랜드 워터,,,다른 향수들에 비해 밝은 느낌. 휴양지가 떠오르는 그런 느낌의 향.
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,엔젤스 쉐어,,,꼬냑에서 영감받은 술 냄새와 달콤하면서도 톡 쏘는 시나몬 향. 전체적으로 우디 향이 깔려 있다.
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,톰포드 로스트 체리,,,럼에 절여진 체리향. 섹시한 바이브가 있는 향수.
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,펄프,,,"농익은 달달함. 세련된 느낌, 낮에 더 잘 어울리는 듯한 느낌이 있다."
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,딥티크 교토,,,스파이시한 장미향. 독특한 향이 느껴진다.
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,프레데릭 말의 프렌치러버,,,우지향과 흙향이 더해지며 아주 매력적인 향으로 완성된다.
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,엑스니엘로 부하 디벨,,,차가움과 따뜻함이 동시에 느껴지는 오묘한 나무향.
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,멜로그라노,,,비누향에 대명사. 굳이 뭐 더 설명할 필요가 없다.
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,베르사체 딥티크 블랑쉬,,,비누향에 정말 대명사라서 설명할 필요가 없다.
향수 유튜버의 가을/겨울 향수 소개 | 미지의세계 MIJI,https://www.youtube.com/watch?v=XuPyPEl4vGo,샤넬의 코코마드 모어젤,,,기본템 같은 느낌. 너무 예쁘고 샤넬 특유의 우아함이 느껴진다.
향수 편집샵가서 직원한테 추천 받아보기 @리퀴드 퍼퓸바,https://www.youtube.com/watch?v=AE5zOL6gMXE,1270,,,구워 먹는데 제가 맡아본 것 중에 제일 약간 강인하고 약간 강인하고 용감하고 지혜로운 여성은 마냥 상큼하게 마냥 상큼하게 마냥 상큼하게 시큼한 설렘주 있잖아요. 페퍼톤 때문에 과일 같은 느낌이 조금 많이 빠져요. 저는 오히려 막 과일향이 많이나요 저한테는 어떤 고객님들은 엄청 복숭아 자몽향한 제가 엄청 복숭아 자몽향한 제가.
향수 편집샵가서 직원한테 추천 받아보기 @리퀴드 퍼퓸바,https://www.youtube.com/watch?v=AE5zOL6gMXE,티머니스트,,,약간 민트향이랑 연못 같은 느낌이랑 우리나라 사람들이 좋아할 스타일인 거 같아요. 산뜻하고 기분 잡고 고객님이 좋아하시는 스파이스가 들어있으면서도 너무 과하고 약간 촉촉한 느낌이 단일 향수 같은 느낌이 아니라 좀 묘하게 그리너리한 느낌도 있고 커버 느낌이 좀 있는 제품이에요.
향수 편집샵가서 직원한테 추천 받아보기 @리퀴드 퍼퓸바,https://www.youtube.com/watch?v=AE5zOL6gMXE,벨벳,,,벨벳이라고 해서 너무 부드럽고 차분한 약간 너무 고급스럽지만 한 느낌이 아니라 어느 정도 그래도 착용감이 없어요. 약간 파우더리하면서 톡쏘는 단양이고 톡쏘는 단양이고 과일 같은 진짜 몽글몽글한 다양한 과일 같은 진짜 몽글몽글한.
향수 편집샵가서 직원한테 추천 받아보기 @리퀴드 퍼퓸바,https://www.youtube.com/watch?v=AE5zOL6gMXE,오렌지 블라썸,,,저는 뭔가 맡았을 때 어 이거 내 롤리구나 어 맡았을 때 어 이거 내 롤리구나 어 이거 오렌지 블라썸이구나 이렇게 단언할 수 있는 곳에 크게 매력을 못 느껴서 뭔가 이렇게 베일에 가려져 있고 이게 뭐지 이렇게 생각하게 되는 것이 매력적인 거 같아요.
"향수로 행복하게 당충전! 가을,겨울에 어울리는 구어망드 향수 추천🍦샤보 레꽁쌍뜨레/레드비스킷/로라메르시에 바닐라/오르몽드 제인 비장스",https://www.youtube.com/watch?v=UXSRXgYNzJE,로라메르시에 바닐라,,,"엄청 달달한 바닐라 향의 소프트한 펀 털이 있으면서 앰버 향도 나서 겨울에 잘 어울리는 느낌이에요. 바닐라 향이 나서 앰버 바닐라랑 좀 비슷하긴 한데, 확실히 요거트 같은 시큼한 냄새는 안 나고 좀 더 기본적인 판이라 향해요."
"향수로 행복하게 당충전! 가을,겨울에 어울리는 구어망드 향수 추천🍦샤보 레꽁쌍뜨레/레드비스킷/로라메르시에 바닐라/오르몽드 제인 비장스",https://www.youtube.com/watch?v=UXSRXgYNzJE,아샤 고에 랩 뽕,,,"달달하고 밀키한 향이 나는 향수로, 진짜 찐 연유 향이에요. 순수한 연유 그 자체의 냄새를 잘 표현한 향이라고 생각합니다. 캬라멜 같은 것들을 넣어서 연유를 만들고 있는 파티시에 모습이 연상되는 향이에요."
"향수로 행복하게 당충전! 가을,겨울에 어울리는 구어망드 향수 추천🍦샤보 레꽁쌍뜨레/레드비스킷/로라메르시에 바닐라/오르몽드 제인 비장스",https://www.youtube.com/watch?v=UXSRXgYNzJE,레드 기스,,,"집에서 축전 만든 쿠키 향기가 나요. 아몬드랑 바닐라, 버터를 넣어서 만든 쿠키 느낌이에요. 성가 유명한 베이커리에서 잘 만든 비스킷이 떠오르는 향입니다. 순수한 쿠키 향수를 원하신다면 정말 추천하는 향수입니다."
"향수로 행복하게 당충전! 가을,겨울에 어울리는 구어망드 향수 추천🍦샤보 레꽁쌍뜨레/레드비스킷/로라메르시에 바닐라/오르몽드 제인 비장스",https://www.youtube.com/watch?v=UXSRXgYNzJE,오름 옹도 생이 네비 장소,,,"베리의 새콤함과 달콤한 블랙 커런트 향이 확 퍼져요. 시간이 지나면 새콤하고 달달한 향이 사그라들고, 중성적이면서 오리엔탈한 느낌이 있습니다. 모든 향이 조화롭게 잘 어우러지고 있는 향수입니다."
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,만세라의 로얄 바닐라,,,왕족들이 쓸 거 같은 느낌의 바닐라 향인데 묘하게 술이랑 담배 향이 섞여 있어요. 그 담뱃값 탁 열었을 때 나는 그 향이랑 비싼 양주 냄새가 섞인 왕족들이 쓰는 바닐라향 같아요. 고급스러운 느낌이랑 퇴폐적인 요소가 공존하는 걸 되게 좋아하거든요.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,킬리안의 엔젤스쉐어,,,달콤한 시나몬 번 같은 향기에다가 꼬냑향이 섞여 있습니다. 정말 섹시하고 비싸고 중후하고 이국적인 달콤한 냄새 제 스타일입니다.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,재료조프의 알렉산드리아,,,오우드 특유의 꼬릿하면서도 아주 치명적인 우디 향이 묵직하게 나는데 살짝 달콤하고 가벼운 라벤더랑 플로럴 향이 터치가 됐어요. 중동 부자 냄새 다 혹은 수트 입은 중후한 남자의 향 같다.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,아르마니 프리베 로즈 다라비,,,"건조한 사막에서 피어난 장미처럼, 모래랑 흙이 섞여 있는 럭셔리한 꽃향기입니다."
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,분리의 오우드 메디너,,,블리답지 않게 강렬하고 진하고 다크한 향입니다. 샤프란 같은 향신료랑 오우드 그리고 달큰한 장미향이 섞였어요.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,톰포드 향수들,,,관능적이고 진득하고 달달한 우드향이 많잖아요. 체리를 절인 럼주 같은 향의 로스트 체리 그리고 스파이시한 바닐라랑 타바코향의 조화.
"향수부터 디퓨저, 캔들, 바디제품까지💖향덕의 향기템 소개",https://www.youtube.com/watch?v=vUQR_n4BXcI,조보이의 파빌리온 루즈,,,막 잭스페로우 같은 해적이 어둑어둑하고 시끌벅적한 바에 딱 들어가는 모습이 연상되는 향이에요. 멋있고 분위기 있는 담뱃잎 향입니다.
